Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
Northern Illinois University,147703,2015,Football Bowl Subdivision,Mid-American Conference,27276559,474106,371385,3409189,4078599,7690626,27634930,1155313,1807090,2034750,1296597
Northern Illinois University,147703,2016,Football Bowl Subdivision,Mid-American Conference,28746741,516031,307988,4243931,4337202,8170595,28521887,1281020,2337593,1452464,1512089
Northern Illinois University,147703,2017,Football Bowl Subdivision,Mid-American Conference,25661395,385398,330427,3263597,4284615,7646449,25795597,1086419,1631882,1396000,836853
Northern Illinois University,147703,2018,Football Bowl Subdivision,Mid-American Conference,25821426,620147,323571,3429372,4454238,7683032,25856400,1033925,2013521,1489250,952604
Ohio University,204857,2005,Football Bowl Subdivision,Mid-American Conference,14986448,249798,418750,1191886,2835450,4738782,14457896,470187,673989,535200,583730
Ohio University,204857,2006,Football Bowl Subdivision,Mid-American Conference,16704043,312373,326595,1394954,3532752,5647363,16422486,165491,787137,482500,862207
Ohio University,204857,2007,Football Bowl Subdivision,Mid-American Conference,20734683,362240,323310,1505628,3842251,6061551,20070873,573613,726989,1455901,718501
Ohio University,204857,2008,Football Bowl Subdivision,Mid-American Conference,20297059,462473,373953,1470683,3758356,5973051,19450560,556540,686543,745300,805771
Ohio University,204857,2009,Football Bowl Subdivision,Mid-American Conference,21893603,518462,406413,1649877,4210269,6222292,20092230,489200,596760,1276500,740958
Ohio University,204857,2010,Football Bowl Subdivision,Mid-American Conference,22875238,478205,379958,2111600,4274001,6569858,23905953,829476,630322,937300,898462
Ohio University,204857,2011,Football Bowl Subdivision,Mid-American Conference,22841117,420121,429217,2008204,4098007,6359849,25470296,786076,726544,900000,848470
Ohio University,204857,2012,Football Bowl Subdivision,Mid-American Conference,24408346,325604,488100,2754795,4364988,6677530,28671520,930928,2007290,749500,1148918
Ohio University,204857,2013,Football Bowl Subdivision,Mid-American Conference,27027550,607423,548296,2513151,5206152,7068691,27265061,1303749,2204293,1092500,1215671
Ohio University,204857,2014,Football Bowl Subdivision,Mid-American Conference,27298719,748372,523831,2545394,5365095,7174844,27720000,1357110,2337759,590000,1452846
Ohio University,204857,2015,Football Bowl Subdivision,Mid-American Conference,27110443,668971,554948,2092235,5200350,7214118,28709413,1440979,3048381,700000,1220176
Ohio University,204857,2016,Football Bowl Subdivision,Mid-American Conference,31168868,581245,494426,3026759,5296218,8414621,31882732,1536599,3331622,925000,1316355
Ohio University,204857,2017,Football Bowl Subdivision,Mid-American Conference,32621410,603844,616002,3168057,5551278,7987163,32234688,1618408,2084887,1100000,1181793
Ohio University,204857,2018,Football Bowl Subdivision,Mid-American Conference,35869324,642153,635731,2953691,5752243,8403029,33310037,1626955,4870290,916000,1049472
Oklahoma State University,207388,2005,Football Bowl Subdivision,Big 12 Conference,55433091,561096,529927,5000452,7721345,4520479,51250746,1275740,18016645,473157,13982295
Oklahoma State University,207388,2006,Football Bowl Subdivision,Big 12 Conference,80300988,672161,630261,4098314,7924153,5331000,241364906,1465325,211023155,226398,13538595
Oklahoma State University,207388,2007,Football Bowl Subdivision,Big 12 Conference,66435650,1033115,623387,5572426,8182667,5956718,57521622,1580224,18915844,796710,16301284
Oklahoma State University,207388,2008,Football Bowl Subdivision,Big 12 Conference,89801118,726304,733802,5997011,9167517,6609989,98874092,1718005,54923758,755765,17528662
Oklahoma State University,207388,2009,Football Bowl Subdivision,Big 12 Conference,75982440,732565,844706,6136656,10862599,7078204,55953397,1747888,29270695,576575,20197401
Oklahoma State University,207388,2010,Football Bowl Subdivision,Big 12 Conference,83748207,877098,584822,5600461,11986467,7148392,106362128,1427513,51877388,249975,23640296
Oklahoma State University,207388,2011,Football Bowl Subdivision,Big 12 Conference,66937207,824558,680123,5898505,12756527,7998646,82631915,1558661,26978331,488027,22672580
Oklahoma State University,207388,2012,Football Bowl Subdivision,Big 12 Conference,96782619,759805,768670,6755644,14915056,8203924,87270598,2515771,25997402,390442,23082628
Oklahoma State University,207388,2013,Football Bowl Subdivision,Big 12 Conference,96551860,927116,830563,6747786,14529983,8548771,93664337,2491109,26714907,348918,22927357
Oklahoma State University,207388,2014,Football Bowl Subdivision,Big 12 Conference,109648000,754562,723433,7348386,15291172,9056702,117803302,2605681,37027350,2605757,23756815
Oklahoma State University,207388,2015,Football Bowl Subdivision,Big 12 Conference,93144396,781318,1050904,8272223,15868332,9323106,95931739,3744016,21621715,3697920,21126079
Oklahoma State University,207388,2016,Football Bowl Subdivision,Big 12 Conference,92926534,995294,891067,10880829,16751348,10196141,93672676,3857283,17931099,503179,22019465
Oklahoma State University,207388,2017,Football Bowl Subdivision,Big 12 Conference,89833094,1219200,1018635,10853773,16285646,7371509,91644865,4691361,15573414,115256,19679074
Oklahoma State University,207388,2018,Football Bowl Subdivision,Big 12 Conference,88228667,1374672,1817717,11214258,18373484,7456645,88516367,4773327,22286824,576668,16204830
Old Dominion University,232982,2005,No Football Subdivision,,11119357,26846,241304,1012563,2377137,2016856,12324287,90778,558501,0,786749
Old Dominion University,232982,2006,No Football Subdivision,,13990585,93909,317455,1071328,3000837,2314338,15035087,80649,1168064,5000,900178
Old Dominion University,232982,2007,No Football Subdivision,,17791173,97282,295506,1580249,3277241,2498384,16867013,430936,1369824,0,1027015
Old Dominion University,232982,2008,No Football Subdivision,,20531677,122015,384609,1514978,4133304,2798596,20964520,617363,1246424,0,1090936
Old Dominion University,232982,2009,No Football Subdivision,,25520288,142611,390876,1575789,4760041,3764134,27219527,194587,1655657,31800,906052
Old Dominion University,232982,2010,Football Championship Subdivision,,29048014,177989,302887,2608673,4668615,4731171,32475822,410000,4442993,47635,2522114
Old Dominion University,232982,2011,Football Championship Subdivision,,30909628,192793,380549,2714511,5095111,5536190,32893744,431458,3565247,27500,3012066
Old Dominion University,232982,2012,Football Championship Subdivision,,34375037,222702,536833,3062175,5579797,6597571,35247421,496594,3650714,12000,3253574
Old Dominion University,232982,2013,Football Championship Subdivision,,35561455,226209,588227,3361246,5769077,6853367,36929483,688161,3806308,9500,3365856
Old Dominion University,232982,2014,Football Bowl Subdivision,Conference USA,41118876,344207,662114,4319866,6201965,8054581,41061440,1204868,4638049,1695065,3576261
Old Dominion University,232982,2015,Football Bowl Subdivision,Conference USA,42780118,269393,779822,4982349,6489313,8687098,43994715,1281354,5310592,1002500,3856010
Old Dominion University,232982,2016,Football Bowl Subdivision,Conference USA,43998223,377680,765414,5119077,6934101,8978226,44681935,1467666,5851095,32000,4237654
Old Dominion University,232982,2017,Football Bowl Subdivision,Conference USA,46181753,375093,726739,5030006,7109643,9433933,46203813,1599957,5693628,929000,3526444
Old Dominion University,232982,2018,Football Bowl Subdivision,Conference USA,45189213,385028,805815,4870562,7347516,9678274,44271033,1605290,6956383,213337,3426427
Oregon State University,209542,2005,Football Bowl Subdivision,Pacific-12 Conference,36106183,520478,609572,5812057,5717408,6793797,37245356,1347440,13348937,1768498,6224823
Oregon State University,209542,2006,Football Bowl Subdivision,Pacific-12 Conference,55324993,705924,798179,4817866,6590471,7089260,53601943,1334395,12596548,1489317,6995844
Oregon State University,209542,2007,Football Bowl Subdivision,Pacific-12 Conference,54910688,756202,833277,7130134,7682656,6600658,52471427,1954097,15646473,990901,8986521
Oregon State University,209542,2008,Football Bowl Subdivision,Pacific-12 Conference,52128314,809225,720132,6541296,7710158,7360450,52875339,2453774,16614611,2029041,8469533
Oregon State University,209542,2009,Football Bowl Subdivision,Pacific-12 Conference,54576139,698708,833232,6169118,8638795,7626316,53142889,2923147,11829544,1842309,10139347
Oregon State University,209542,2010,Football Bowl Subdivision,Pacific-12 Conference,52669946,860200,709283,4869241,8888666,7716722,55613345,3122989,16439009,2103896,9525756
Oregon State University,209542,2011,Football Bowl Subdivision,Pacific-12 Conference,54589335,902278,790647,4640293,9536189,7921752,55544015,2911202,9535722,2278149,10389424
Oregon State University,209542,2012,Football Bowl Subdivision,Pacific-12 Conference,57819032,1076575,912982,4785132,10073958,8455723,58706837,3338901,9816920,2252586,9541151
Oregon State University,209542,2013,Football Bowl Subdivision,Pacific-12 Conference,64185065,1088604,1071164,7385100,11100562,8895563,65467970,2228364,12658820,531020,10909633
Oregon State University,209542,2014,Football Bowl Subdivision,Pacific-12 Conference,73020003,1230001,1031851,6662974,11776500,9451226,63301794,3183927,10670196,340000,10080314
Oregon State University,209542,2015,Football Bowl Subdivision,Pacific-12 Conference,72557984,618953,1607311,5456347,12921849,9514464,64876006,5418755,9817033,420574,10978823
Oregon State University,209542,2016,Football Bowl Subdivision,Pacific-12 Conference,77667683,557481,1528605,6210912,13713772,10346712,72731247,7569802,8805109,1561614,10469199
Oregon State University,209542,2017,Football Bowl Subdivision,Pacific-12 Conference,82730626,695842,1535651,7253478,15224305,10202271,78959875,8884197,9785111,470000,13346970
Oregon State University,209542,2018,Football Bowl Subdivision,Pacific-12 Conference,88600330,2031214,1443224,7680769,16083039,9932095,80712000,7695860,10181730,253000,11356592
Pennsylvania State University,214777,2005,Football Bowl Subdivision,Big Ten Conference,60218635,1595935,936697,6368190,6616593,8080557,60785496,4618077,13733690,254000,23369904
Pennsylvania State University,214777,2006,Football Bowl Subdivision,Big Ten Conference,,,,,,,,,,,
Pennsylvania State University,214777,2007,Football Bowl Subdivision,Big Ten Conference,,,,,,,,,,,
Pennsylvania State University,214777,2008,Football Bowl Subdivision,Big Ten Conference,,,,,,,,,,,
Pennsylvania State University,214777,2009,Football Bowl Subdivision,Big Ten Conference,,,,,,,,,,,
Pennsylvania State University,214777,2010,Football Bowl Subdivision,Big Ten Conference,88041921,2557712,966812,9970555,11632238,12047246,106614724,5984967,20993951,5000,41836815
Pennsylvania State University,214777,2011,Football Bowl Subdivision,Big Ten Conference,101336483,2427234,1147852,10424622,14098568,12289069,116118025,5517643,34286648,203000,35634458
Pennsylvania State University,214777,2012,Football Bowl Subdivision,Big Ten Conference,107389258,2512253,1428050,11285041,18572357,12814311,108252281,4444416,25504557,153000,34729535
Pennsylvania State University,214777,2013,Football Bowl Subdivision,Big Ten Conference,110737200,2814994,1694982,9723426,20023614,14811085,104751464,5086773,24480517,241000,33395879
Pennsylvania State University,214777,2014,Football Bowl Subdivision,Big Ten Conference,117440639,2935471,2453381,11227618,22746542,15216958,117590990,4890787,24169749,35500,38006892
Pennsylvania State University,214777,2015,Football Bowl Subdivision,Big Ten Conference,122271407,2796208,1997753,14436458,23675506,15750323,125720619,7599351,27700192,652500,37037403
Pennsylvania State University,214777,2016,Football Bowl Subdivision,Big Ten Conference,129349149,2580157,2161721,16076997,24724443,18828887,132248076,12754339,26183278,269801,35188377
Pennsylvania State University,214777,2017,Football Bowl Subdivision,Big Ten Conference,138724055,2150521,2464121,17947008,25458059,20084737,144017055,13772177,30779975,300000,35500704
Pennsylvania State University,214777,2018,Football Bowl Subdivision,Big Ten Conference,155184697,2009560,2708778,19273512,29816321,20261209,165373214,13890649,34917579,8500,38187382
Purdue University,243780,2005,Football Bowl Subdivision,Big Ten Conference,51500109,589909,727809,5180801,6568760,5989644,51325446,2241648,13724374,456950,14806753
Purdue University,243780,2006,Football Bowl Subdivision,Big Ten Conference,51826232,730609,853044,4836237,6662489,6540231,51720353,2878071,13530574,397980,14308815
Purdue University,243780,2007,Football Bowl Subdivision,Big Ten Conference,55786246,949998,730457,6488266,7302411,6918469,57757409,4234348,12454805,1792300,15544705
Purdue University,243780,2008,Football Bowl Subdivision,Big Ten Conference,59217169,902449,1110998,6773554,8715227,7231660,64253784,5058518,10411973,1091710,17596957
Purdue University,243780,2009,Football Bowl Subdivision,Big Ten Conference,57707608,913297,1229240,6283422,9239526,7745956,60082091,5521793,11551725,500000,17440185
Purdue University,243780,2010,Football Bowl Subdivision,Big Ten Conference,58365143,739605,1004252,6273139,8866263,8577399,61653561,5264293,12732548,406167,16587166
